id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2115,Bed and breakfast in Como · ★4.96 · 2 bedrooms · 3 beds · 1 shared bath,2313,Helen,,SOUTH PERTH,-32.00657,115.86515,Private room,141,1,136,2023-08-13,1.03,1,125,51,
59311,Home in Perth · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,284743,Rudy And Lina,,GOSNELLS,-32.07628,115.932,Private room,80,1,7,2018-04-28,0.05,1,285,0,
65261,Guest suite in Fremantle · ★4.39 · 1 bedroom · 1 bed · 1 bath,319052,Suzanne Elizabeth,,FREMANTLE,-32.04788,115.76418,Entire home/apt,70,2,314,2023-08-16,2.11,1,110,31,
69534,Bed and breakfast in Perth · ★4.83 · 1 bedroom · 1 bed · 1 private bath,348191,Teresa,,JOONDALUP,-31.84295,115.80467,Private room,117,3,12,2022-12-19,0.17,1,156,1,
88185,Home in Perth · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,474393,Anne,,VINCENT,-31.942358,115.858208,Private room,75,2,223,2023-09-13,1.47,2,67,16,
119422,Home in Hillarys · ★4.94 · 1 bedroom · 1 bed · 1 bath,602975,Mary,,JOONDALUP,-31.8155,115.74252,Private room,70,2,32,2023-09-11,0.22,2,362,7,
141083,Home in Jindalee · 1 bedroom · 1 bed · Half-bath,686529,Suzy,,WANNEROO,-31.65373,115.69259,Private room,195,2,0,,,1,0,0,
141610,Villa in Denmark · ★5.0 · 2 bedrooms · 3 beds · 1 bath,688591,Gadi,,DENMARK,-34.9844,117.35222,Entire home/apt,330,5,10,2023-03-20,0.18,4,293,2,
161731,Townhouse in Mt Lawley · ★4.92 · 2 bedrooms · 1 bed · 2.5 baths,773536,Eugene And Terry,,VINCENT,-31.93661,115.86692,Private room,85,1,183,2023-08-14,1.24,1,308,35,
173260,Home in Falcon · ★4.75 · 3 bedrooms · 7 beds · 2 baths,827051,Carol,,MANDURAH,-32.58661,115.65384,Entire home/apt,150,2,57,2023-09-10,0.43,2,326,17,
231540,Home in Bridgetown · ★4.88 · 3 bedrooms · 9 beds · 3 baths,747002,Aimee,,BRIDGETOWN-GREENBUSHES,-33.97094,116.148,Entire home/apt,289,2,175,2023-08-05,1.44,1,282,26,
253579,Villa in Melville · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,1331712,Steve,,MELVILLE,-32.03664,115.80028,Private room,49,5,45,2023-09-14,0.32,1,292,14,
253921,Townhouse in East Fremantle · ★4.82 · 1 bedroom · 1 bed · 1 private bath,256425,Felicia,,EAST FREMANTLE,-32.03692,115.76475,Private room,120,30,11,2023-01-08,0.08,1,288,2,
254578,Home in Lancelin · 2 bedrooms · 4 beds · 1 bath,1337347,Nicolas,,GINGIN,-31.02462,115.33617,Entire home/apt,181,7,2,2016-01-18,0.02,1,237,0,
274406,Home in Fremantle · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,1430540,Trish,,FREMANTLE,-32.06245,115.74915,Private room,65,4,208,2023-09-10,1.54,4,0,23,
284891,Home in Fremantle · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,1430540,Trish,,FREMANTLE,-32.06055,115.74953,Private room,59,2,307,2023-09-18,2.16,4,3,29,
284909,Home in Fremantle · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,1430540,Trish,,FREMANTLE,-32.05854,115.75032,Private room,61,3,314,2023-09-06,2.26,4,1,41,
300640,Home in Beckenham · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1548293,Yan,,GOSNELLS,-32.03238,115.958,Private room,80,7,7,2023-08-27,0.05,4,355,1,
